id,word,part_of_speech,modern_definition,usage_example,synonyms,antonyms,collocations,french_equivalent,russian_equivalent,cefr_level,pronunciation,is_mastered,date_added,story_text,contrastive_opening,structural_analysis,common_collocations,metadata,definitions,variant_forms,semantic_field,english_synonyms,english_antonyms,french_synonyms,french_root_cognates,russian_synonyms,russian_root_cognates,common_phrases,story_intro
515,expound,,,,,,{},,,,,f,2025-10-25 18:31:27.663944,,,,,,,,,,,,,,,,
516,unfold,,,,,,{},,,,,f,2025-10-25 18:31:27.666907,,,,,,,,,,,,,,,,
517,explicate,,,,,,{},,,,,f,2025-10-25 18:31:27.669817,,,,,,,,,,,,,,,,
519,confuse,,,,,,{},,,,,f,2025-10-25 18:31:27.676547,,,,,,,,,,,,,,,,
520,muddle,,,,,,{},,,,,f,2025-10-25 18:31:27.68002,,,,,,,,,,,,,,,,
521,bewilder,,,,,,{},,,,,f,2025-10-25 18:31:27.680973,,,,,,,,,,,,,,,,
522,complicate,,,,,,{},,,,,f,2025-10-25 18:31:27.681866,,,,,,,,,,,,,,,,
523,lucid,,,,,,{},,,,,f,2025-10-25 18:31:27.682804,,,,,,,,,,,,,,,,
524,lucidity,,,,,,{},,,,,f,2025-10-25 18:31:27.683797,,,,,,,,,,,,,,,,
525,elucidation,,,,,,{},,,,,f,2025-10-25 18:31:27.684693,,,,,,,,,,,,,,,,
526,translucent,,,,,,{},,,,,f,2025-10-25 18:31:27.685619,,,,,,,,,,,,,,,,
